c_personid,name_chn,name_rm,surname_chn,given_name_chn,birthyear,deathyear,is_female,dynasty_code,dynasty_chn,dynasty_en,role,bridge_tier
94864,雍陶,Yong Tao,雍,陶,,,0,6,唐,Tang,core,
94870,竇弘餘,Dou Hongyu,竇,弘餘,,,0,6,唐,Tang,bridge,B
94871,竇鞏,Dou Gong,竇,鞏,771,830,0,6,唐,Tang,bridge,B
94888,竇羣,Dou Qun,竇,羣,765,814,0,6,唐,Tang,bridge,B
94901,綦毋潛,Qiguan Qian,綦毋,潛,,,0,6,唐,Tang,bridge,B
94935,裴坦,Pei Tan,裴,坦,,874,0,6,唐,Tang,bridge,B
94937,裴迪,Pei Di,裴,迪,,,0,6,唐,Tang,bridge,B
94941,裴度,Pei Du,裴,度,765,839,0,6,唐,Tang,bridge,B
94943,裴說,Pei Yue,裴,說,,,0,6,唐,Tang,bridge,B
95025,顏真卿,Yan Zhenqing,顏,真卿,709,784,0,6,唐,Tang,core,
95042,潘孟陽,Pan Mengyang,潘,孟陽,764,815,0,6,唐,Tang,bridge,C
95047,薛震,Xue Zhen,薛,震,623,684,0,6,唐,Tang,bridge,C
95066,薛逢,Xue Feng,薛,逢,,,0,6,唐,Tang,bridge,B
95068,薛濤,Xue Tao,薛,濤,770,832,1,6,唐,Tang,core,
95071,薛能,Xue Neng,薛,能,,880,0,6,唐,Tang,core,
95210,崔鶯鶯,Cui Yingying,崔,鶯鶯,784,,1,6,唐,Tang,core,
118199,李錡,Li Qi,李,錡,741,807,0,6,唐,Tang,bridge,C
136174,李抱真,Li Baozhen,李,抱真,733,794,0,6,唐,Tang,bridge,B
139166,尉遲恭,Yuchi Gong,尉遲,恭,585,658,0,6,唐,Tang,core,
139803,李氏（臨川公主）,Li Shi(Lin Chuan Princess),李,氏（臨川公主）,624,682,1,6,唐,Tang,bridge,B
140204,李仙蕙（永泰公主）,Li Xianhui(Yongtai Princess),李,仙蕙（永泰公主）,685,701,1,77,周,Zhou (Wu Zetian),bridge,B
145215,裴夷直,Pei Yizhi,裴,夷直,787,859,0,6,唐,Tang,bridge,B
145814,嚴礪,Yan Li,嚴,礪,743,809,0,6,唐,Tang,bridge,C
146097,李光弼,Li Guangbi,李,光弼,,764,0,6,唐,Tang,core,
146237,戴叔倫,Dai Shulun,戴,叔倫,732,789,0,6,唐,Tang,bridge,B
156023,韋皋,Wei Gao,韋,皋,,,0,6,唐,Tang,bridge,B
169209,李景讓,Li Jingrang,李,景讓,788,860,0,6,唐,Tang,bridge,B
171077,裴贄,Pei Zhi,裴,贄,,905,0,0,未詳,unknown,bridge,B
171253,裴垍,Pei Ji,裴,垍,,811,0,6,唐,Tang,bridge,B
172582,楊朏,Yang Ku,楊,朏,,806,0,6,唐,Tang,bridge,C
173383,李迥秀,Li Jiongxiu,李,迥秀,,682,0,6,唐,Tang,bridge,B
173516,李榮,Li Rong,李,榮,,792,0,6,唐,Tang,bridge,C
173741,李愿,Li Yuan,李,愿,,825,0,6,唐,Tang,bridge,B
173788,李曄,Li Ye,李,曄,,776,0,6,唐,Tang,bridge,B
173812,李觀,Li Guan,李,觀,,799,0,6,唐,Tang,bridge,B
174518,李乂,Li Yi,李,乂,,837,0,6,唐,Tang,bridge,B
175289,李昂,Li Ang,李,昂,,781,0,6,唐,Tang,bridge,B
175493,王質,Wang Zhi,王,質,,857,0,6,唐,Tang,bridge,C
175810,王鐸,Wang Duo,王,鐸,,748,0,6,唐,Tang,bridge,B
176026,魏元忠,Wei Yuanzhong,魏,元忠,,715,0,6,唐,Tang,bridge,B
176037,魏扶,Wei Fu,魏,扶,,850,0,6,唐,Tang,bridge,B
176408,張喬,Zhang Qiao,張,喬,,897,0,6,唐,Tang,bridge,B
176815,馬植,Ma Zhi,馬,植,,856,0,6,唐,Tang,bridge,B
177103,崔惠童,Cui Huitong,崔,惠童,,767,0,6,唐,Tang,bridge,B
177429,崔道融,Cui Daorong,崔,道融,,742,0,6,唐,Tang,bridge,B
177601,于興宗,Yu Xingzong,于,興宗,,855,0,6,唐,Tang,bridge,C
177603,于頔,Yu Di,于,頔,,818,0,6,唐,Tang,bridge,B
177679,崔峒,Cui Dong,崔,峒,,749,0,6,唐,Tang,bridge,B
178361,韓泰,Han Tai,韓,泰,,800,0,6,唐,Tang,bridge,B
178775,盧鈞,Lu Jun,盧,鈞,770,857,0,6,唐,Tang,bridge,B
179256,盧僎,Lu Zhuan,盧,僎,,724,0,6,唐,Tang,bridge,C
179585,陸長源,Lu Changyuan,陸,長源,,772,0,6,唐,Tang,bridge,B
179808,趙彥昭,Zhao Yanzhao,趙,彥昭,,714,0,6,唐,Tang,bridge,B
183943,鄭畋,Zheng Tian,鄭,畋,824,883,0,6,唐,Tang,bridge,C
183952,鄭愔,Zheng Yin,鄭,愔,,715,0,6,唐,Tang,bridge,B
184472,舒元輿,Shu Yuanyu,舒,元輿,,835,0,6,唐,Tang,bridge,C
184603,畢曜,Bi Yao,畢,曜,,787,0,6,唐,Tang,bridge,B
184796,孔巢父,Kong Chaofu,孔,巢父,,784,0,6,唐,Tang,bridge,B
184921,李克恭,Li Kegong,李,克恭,,920,0,0,未詳,unknown,bridge,B
186899,李甘,Li Gan,李,甘,,836,0,6,唐,Tang,bridge,C
187046,李播,Li Bo,李,播,,903,0,0,未詳,unknown,bridge,B
187089,李郢,Li Ying,李,郢,,903,0,0,未詳,unknown,bridge,B
187166,李洞,Li Dong,李,洞,,878,0,6,唐,Tang,bridge,B
187242,李少康,Li Shaokang,李,少康,,757,0,6,唐,Tang,bridge,C
187373,李嶼,Li Yu,李,嶼,,779,0,6,唐,Tang,bridge,C
187617,李貞,Li Zhen,李,貞,,757,0,6,唐,Tang,bridge,C
188190,李餘,Li Yu,李,餘,,922,0,0,未詳,unknown,bridge,B
188233,李元嬰,Li Yuanying,李,元嬰,,652,0,6,唐,Tang,bridge,C
188499,李遠,Li Yuan,李,遠,,955,0,0,未詳,unknown,bridge,B
188616,李煜,Li Yu,李,煜,,712,0,6,唐,Tang,core,
188925,李重俊,Li Zhongjun,李,重俊,,742,0,6,唐,Tang,bridge,C
189016,李範（岐王）,Li Fan(Qi Wang),李,範（岐王）,,748,0,6,唐,Tang,bridge,B
189491,胡証,Hu Zheng,胡,証,,743,0,6,唐,Tang,bridge,B
189569,許孟容,Xu Mengrong,許,孟容,742,818,0,6,唐,Tang,bridge,B
189633,范傳正,Fan Chuanzheng,范,傳正,,815,0,6,唐,Tang,bridge,C
190786,崔昭,Cui Zhao,崔,昭,,791,0,6,唐,Tang,bridge,B
194588,嚴休復,Yan Xiufu,嚴,休復,,840,0,6,唐,Tang,bridge,B
195105,司空圖,Sikong Tu,司空,圖,836,908,0,6,唐,Tang,core,
195688,嚴武,Yan Wu,嚴,武,725,765,0,6,唐,Tang,bridge,B
196063,王守澄,Wang Shoucheng,王,守澄,,835,0,6,唐,Tang,bridge,C
339631,李憲（唐讓皇帝）,Li Xian(Rang Emperor of Tang),李,憲（唐讓皇帝）,679,741,0,6,唐,Tang,bridge,B
376309,李輔國,Li Fuguo,李,輔國,704,762,0,6,唐,Tang,bridge,C
377178,楊歸厚,Yang Guihou,楊,歸厚,,,0,6,唐,Tang,bridge,B
377597,裴均,Pei Jun,裴,均,,,0,6,唐,Tang,bridge,C
379269,呂讓,Lv Rang,呂,讓,,,0,6,唐,Tang,bridge,C
379405,夏侯審,Xiahou Shen,夏侯,審,,,0,6,唐,Tang,bridge,C
379430,徐彥伯,Xu Yanbo,徐,彥伯,,,0,6,唐,Tang,bridge,B
379873,安祿山,An Lushan,安,祿山,,,0,6,唐,Tang,core,
380576,李湯,Li Tang,李,湯,,,0,6,唐,Tang,bridge,C
380654,趙縱,Zhao Zong,趙,縱,,,0,6,唐,Tang,bridge,C
381119,鄭諤,Zheng E,鄭,諤,,,0,6,唐,Tang,bridge,C
381233,王渢,Wang Feng,王,渢,,,0,6,唐,Tang,bridge,B
381573,薛乂,Xue Yi,薛,乂,,,0,6,唐,Tang,bridge,C
381789,源寂,Yuan Ji,源,寂,,,0,6,唐,Tang,bridge,B
381933,苗紳,Miao Shen,苗,紳,,,0,6,唐,Tang,bridge,C
382253,鄒儒立,Zou Ruli,鄒,儒立,,,0,6,唐,Tang,bridge,B
382322,裴虬,Pei Qiu,裴,虬,,,0,6,唐,Tang,bridge,C
382368,林蘊,Lin Yun,林,蘊,,,0,6,唐,Tang,bridge,B
382589,高詢,Gao Xun,高,詢,,,0,6,唐,Tang,bridge,B
382863,康昭遠,Kang Zhaoyuan,康,昭遠,,,0,6,唐,Tang,bridge,B
382868,李宣,Li Xuan,李,宣,,,0,6,唐,Tang,bridge,B
439016,于逖,Yu Ti,于,逖,,,0,6,唐,Tang,bridge,B
439055,李群玉,Li Qunyu,李,群玉,813,860,0,6,唐,Tang,bridge,B
444817,韋氏（中宗韋后）,Wei Shi(Wife of Emperor Zhongzong of Tang),韋,氏（中宗韋后）,,710,1,6,唐,Tang,core,
444827,李氏（長寧公主）,Li Shi(Chang Ning Princess),李,氏（長寧公主）,,,1,6,唐,Tang,bridge,B
444850,李氏（太平公主）,Li Shi(Tai Ping princess),李,氏（太平公主）,,,1,,未知,unknown,bridge,B
445068,龐嚴,Pang Yan,龐,嚴,,,0,6,唐,Tang,bridge,B
445110,高耽,Gao Dan,高,耽,,,0,6,唐,Tang,bridge,C
445192,唐衢,Tang Qu,唐,衢,,,0,6,唐,Tang,bridge,B
445220,釋廣通,Shi Guangtong,釋,廣通,,,0,6,唐,Tang,bridge,C
445237,釋文暢,Shi Wenchang,釋,文暢,,,0,6,唐,Tang,bridge,B
445341,郭行餘,Guo Xingyu,郭,行餘,,,0,6,唐,Tang,bridge,B
445343,郭微,Guo Wei,郭,微,,,0,6,唐,Tang,bridge,C
445407,許恩,Hu En,許,恩,,,0,6,唐,Tang,bridge,B
445425,李持盈(李旦女),Li Chiying(Li Dan's Daughter),李,持盈(李旦女),,,1,6,唐,Tang,bridge,B
445481,王季友,Wang Jiyou,王,季友,,,0,6,唐,Tang,bridge,B
445500,王崟,Wang Yin,王,崟,,,0,6,唐,Tang,bridge,B
445518,王紞,Wang Dan,王,紞,,,0,6,唐,Tang,bridge,C
445530,王皇后,Wang Huanghou,王,皇后,,,0,6,唐,Tang,bridge,B
445577,王凝,Wang Ning,王,凝,,,0,6,唐,Tang,bridge,C
445579,王迥,Wang Jiong,王,迥,,,0,6,唐,Tang,bridge,C
445585,王太后(李湛母),Wang Taihou(Li Zhan's Mother),王,太后(李湛母),,,1,6,唐,Tang,bridge,B
445603,王茂元,Wang Maoyuan,王,茂元,,,0,6,唐,Tang,bridge,C
445660,王卿,Wang Qing,王,卿,,,0,6,唐,Tang,bridge,C
445676,王知白,Wang Zhibai,王,知白,,,0,6,唐,Tang,bridge,C
445700,釋靈一,Shi Lingyi,釋,靈一,,,0,6,唐,Tang,bridge,B
445729,元德秀,Yuan Dexiu,元,德秀,,,0,6,唐,Tang,bridge,B
445755,元晟,Yuan Sheng,元,晟,,,0,6,唐,Tang,bridge,C
445771,釋霄韻,Shi Xiaoyun,釋,霄韻,,,0,6,唐,Tang,bridge,C
445791,于逖,Yu Ti,于,逖,,,0,6,唐,Tang,bridge,C
445798,于丹,Yu Dan,于,丹,,,0,6,唐,Tang,bridge,C
445800,于人文,Yu Renwen,于,人文,,,0,6,唐,Tang,bridge,B
445874,賈曾,Jia Ceng,賈,曾,,,0,6,唐,Tang,bridge,C
445886,張彥,Zhang Yan,張,彥,,,0,6,唐,Tang,bridge,C
445945,張仁亶,Zhang Rendan,張,仁亶,,,0,6,唐,Tang,bridge,C
445957,張參,Zhang Can,張,參,,,0,6,唐,Tang,bridge,C
445959,張獻心,Zhang Xianxin,張,獻心,,,0,6,唐,Tang,bridge,C
445983,張徹,Zhang Che,張,徹,,,0,6,唐,Tang,core,
446062,張超,Zhang Chao,張,超,,,0,6,唐,Tang,bridge,C
446137,裴袞,Pei Gun,裴,袞,,,0,6,唐,Tang,bridge,C
446145,裴霸,Pei Ba,裴,霸,,,0,6,唐,Tang,bridge,C
446154,裴瓚,Pei Zan,裴,瓚,,,0,6,唐,Tang,bridge,C
446168,裴傑,Pei Jie,裴,傑,,,0,6,唐,Tang,bridge,C
446206,裴素,Pei Su,裴,素,,,0,6,唐,Tang,bridge,C
446241,釋弘景,Shi Hongjing,釋,弘景,,,0,6,唐,Tang,bridge,C
446244,孔戣,Kong Kui,孔,戣,,,0,6,唐,Tang,bridge,C
446262,孫發,Sun Fa,孫,發,,,0,6,唐,Tang,bridge,B
446299,孫路,Sun Lu,孫,路,,,0,6,唐,Tang,bridge,B
446307,孫簡,Sun Jian,孫,簡,,,0,6,唐,Tang,bridge,C
446338,孟雲卿,Meng Yunqing,孟,雲卿,,,0,6,唐,Tang,bridge,B
446436,喬知之,Qiao Zhizhi,喬,知之,,,0,6,唐,Tang,bridge,B
446450,毛于,Mao Yu,毛,于,,,0,6,唐,Tang,bridge,B
446488,盧延讓,Lu Yanrang,盧,延讓,,,0,6,唐,Tang,bridge,B
446511,盧幼平,Lu Youping,盧,幼平,,,0,6,唐,Tang,bridge,C
446517,盧象,Lu Xiang,盧,象,,,0,6,唐,Tang,bridge,B
446523,盧汀,Lu Ting,盧,汀,,,0,6,唐,Tang,bridge,B
446556,盧拱,Lu Gong,盧,拱,,,0,6,唐,Tang,bridge,B
446579,盧簡求,Lu Jianqiu,盧,簡求,,,0,6,唐,Tang,bridge,C
446647,岑況,Cen Kuang,岑,況,,,0,6,唐,Tang,bridge,B
446659,任華,Ren Hua,任,華,,,0,6,唐,Tang,bridge,B
446704,崔羣,Cui Qun,崔,羣,,,0,6,唐,Tang,bridge,B
446711,崔能,Cui Neng,崔,能,,,0,6,唐,Tang,bridge,C
446733,崔龜從,Cui Guicong,崔,龜從,,,0,6,唐,Tang,bridge,B
446753,崔潭峻,Cui Tanjun,崔,潭峻,,,0,6,唐,Tang,bridge,C
446768,崔渙,Cui Huan,崔,渙,,,0,6,唐,Tang,bridge,B
446786,崔載華,Cui Zaihua,崔,載華,,,0,6,唐,Tang,bridge,C
446797,崔嘏,Cui Gu,崔,嘏,,,0,6,唐,Tang,bridge,B
446811,崔咸,Cui Xian,崔,咸,,,0,6,唐,Tang,bridge,C
446812,崔戎,Cui Rong,崔,戎,,,0,6,唐,Tang,bridge,C
446820,崔固,Cui Gu,崔,固,,,0,6,唐,Tang,bridge,C
446821,崔圓,Cui Yuan,崔,圓,,,0,6,唐,Tang,bridge,B
446859,崔尚,Cui Shang,崔,尚,,,0,6,唐,Tang,bridge,B
446872,牟融,Mou Rong,牟,融,,,0,6,唐,Tang,bridge,C
446875,釋德玄,Shi Dexuan,釋,德玄,,,0,6,唐,Tang,bridge,C
446880,儲嗣宗,Chu Sizong,儲,嗣宗,,,0,6,唐,Tang,bridge,C
446959,釋自省,Shi Zixing,釋,自省,,,0,6,唐,Tang,bridge,C
446976,皇甫會,Huangfu Hui,皇甫,會,,,0,6,唐,Tang,bridge,B
447047,吳筠,Wu Jun,吳,筠,,,0,6,唐,Tang,bridge,B
447110,殷文圭,Yin Wengui,殷,文圭,,,0,6,唐,Tang,bridge,B
447143,鄔載,Wu Zai,鄔,載,,,0,6,唐,Tang,bridge,B
447201,徐夤,Xu Yin,徐,夤,,,0,6,唐,Tang,bridge,B
447213,徐凝,Xu Ning,徐,凝,,,0,6,唐,Tang,bridge,B
447292,李裹兒（安樂公主）,Li Guo'er(Anle Princess),李,裹兒（安樂公主）,,710,1,6,唐,Tang,core,
447332,竇希玠,Dou Xijie,竇,希玠,,,0,6,唐,Tang,bridge,C
447346,釋宗密,Shi Zongmi,釋,宗密,780,841,0,6,唐,Tang,bridge,B
447419,顧非熊,Gu Feixiong,顧,非熊,,,0,6,唐,Tang,core,
447465,梁鍠,Liang Huang,梁,鍠,,,0,6,唐,Tang,bridge,C
447478,沈千運,Shen Qianyun,沈,千運,,,0,6,唐,Tang,bridge,C
447485,沈傳師,Shen Chuanshi,沈,傳師,,,0,6,唐,Tang,bridge,B
447489,沈述師,Shen Shushi,沈,述師,,,0,6,唐,Tang,bridge,C
447504,沈光,Shen Guang,沈,光,,,0,6,唐,Tang,bridge,C
447532,釋造微,Shi Zaowei,釋,造微,,,0,6,唐,Tang,bridge,B
447535,釋清徹,Shi Qingche,釋,清徹,,,0,6,唐,Tang,bridge,B
447541,清遠, Qingyuan,,清遠,,,0,6,唐,Tang,bridge,B
447567,溫庭筠,Wen Tingjun,溫,庭筠,,,0,6,唐,Tang,core,
447594,渾鎬,Hun Hao,渾,鎬,,,0,6,唐,Tang,bridge,C
447631,釋道俊,Shi Daojun,釋,道俊,,,0,6,唐,Tang,bridge,C
447701,李方玄,Li Fangxuan,李,方玄,,,0,6,唐,Tang,bridge,B
447719,李讓夷,Li Rangyi,李,讓夷,,,0,6,唐,Tang,bridge,B
447721,李褎,Li You,李,褎,,,0,6,唐,Tang,bridge,B
447722,李玄,Li Xuan,李,玄,,,0,6,唐,Tang,bridge,C
447734,李詡,Li Xu,李,詡,,,0,6,唐,Tang,bridge,C
447735,李誦,Li Song,李,誦,,,0,6,唐,Tang,bridge,B
447753,李元素,Li Yuansu,李,元素,,,0,6,唐,Tang,bridge,C
447783,李逢勳,Li Fengxun,李,逢勳,,,0,6,唐,Tang,bridge,C
447803,李億,Li Yi,李,億,,,0,6,唐,Tang,bridge,B
447853,李勉,Li Mian,李,勉,,,0,6,唐,Tang,bridge,B
447857,李幼卿,Li Youqing,李,幼卿,,,0,6,唐,Tang,bridge,B
447879,李皋,Li Gao,李,皋,,,0,6,唐,Tang,bridge,B
447906,李紓,Li Shu,李,紓,,,0,6,唐,Tang,bridge,B
447952,李定言,Li Dingyan,李,定言,,,0,6,唐,Tang,bridge,C
447993,李湊,Li Cou,李,湊,,,0,6,唐,Tang,bridge,C
448009,李溟,Li Ming,李,溟,,,0,6,唐,Tang,bridge,B
448033,李道樞,Li Daoshu,李,道樞,,,0,6,唐,Tang,bridge,B
448069,李翥,Li Zhu,李,翥,,,0,6,唐,Tang,bridge,B
448162,李晟,Li Sheng,李,晟,,,0,6,唐,Tang,bridge,C
448187,李景儉,Li Jingjian,李,景儉,,,0,6,唐,Tang,bridge,B
448226,李隆業,Li Longye,李,隆業,,,0,6,唐,Tang,bridge,C
448280,李光顏,Li Guangyan,李,光顏,,,0,6,唐,Tang,bridge,B
448287,李炎,Li Yan,李,炎,,,0,6,唐,Tang,bridge,B
448317,韋班,Wei Ban,韋,班,,,0,6,唐,Tang,bridge,C
448363,韋向,Wei Xiang,韋,向,,,0,6,唐,Tang,bridge,C
448371,韋之晉,Wei Zhijin,韋,之晉,,,0,6,唐,Tang,bridge,C
448454,李蟲娘(李隆基女),Li Chongniang(Li Longji's Daughter),李,蟲娘(李隆基女),,,1,6,唐,Tang,bridge,C
448463,袁仁恭,Yuan Rengong,袁,仁恭,,,0,6,唐,Tang,bridge,C
448470,袁滋,Yuan Zi,袁,滋,,,0,6,唐,Tang,bridge,B
448507,姚紹之,Yao Shaozhi,姚,紹之,,,0,6,唐,Tang,bridge,C
448568,范希朝,Fan Xichao,范,希朝,,,0,6,唐,Tang,bridge,C
448620,蕭澣,Xiao Huan,蕭,澣,,,0,6,唐,Tang,bridge,C
448663,蘇端,Su Duan,蘇,端,,,0,6,唐,Tang,bridge,C
448714,韓雲卿,Han Yunqing,韓,雲卿,,,0,6,唐,Tang,bridge,C
448799,薛邕,Xue Yong,薛,邕,,,0,6,唐,Tang,bridge,B
448861,釋楚雲,Shi Chuyun,釋,楚雲,,,0,6,唐,Tang,bridge,C
448874,黃滔,Huang Tao,黃,滔,,,0,6,唐,Tang,core,
448891,蔡京,Cai Jing,蔡,京,,,0,6,唐,Tang,bridge,B
448894,蔡孚,Cai Fu,蔡,孚,,,0,6,唐,Tang,bridge,B
448900,李氏(李旦女),Li Shi(Li Dan's Daughter),李,氏(李旦女),,,1,6,唐,Tang,bridge,C
448912,杜亞,Du Ya,杜,亞,,,0,6,唐,Tang,bridge,B
448946,杜希望,Du Xiwang,杜,希望,,,0,6,唐,Tang,bridge,C
448969,杜兼,Du Jian,杜,兼,,,0,6,唐,Tang,bridge,C
448972,杜悰,Du Cong,杜,悰,,,0,6,唐,Tang,bridge,B
448979,權璩,Quan Qu,權,璩,,,0,6,唐,Tang,bridge,C
448985,權器,Quan Qi,權,器,,,0,6,唐,Tang,bridge,C
449024,獨孤郁,Dugu Yu,獨孤,郁,,,0,6,唐,Tang,bridge,B
449046,賀朝,He Chao,賀,朝,,,0,6,唐,Tang,bridge,C
449049,釋柏巖,Shi Baiyan,釋,柏巖,,,0,6,唐,Tang,bridge,B
449065,楊發,Yang Fa,楊,發,,,0,6,唐,Tang,bridge,C
449084,楊嶽,Yang Yue,楊,嶽,,,0,6,唐,Tang,bridge,C
449087,楊贊禹,Yang Zanyu,楊,贊禹,,,0,6,唐,Tang,bridge,B
449088,楊贊圖,Yang Zantu,楊,贊圖,,,0,6,唐,Tang,bridge,C
449112,楊凝,Yang Ning,楊,凝,,,0,6,唐,Tang,bridge,C
449121,楊戴,Yang Dai,楊,戴,,,0,6,唐,Tang,bridge,C
449143,楊轍,Yang Zhe,楊,轍,,,0,6,唐,Tang,bridge,B
449290,趙仙舟,Zhao Xianzhou,趙,仙舟,,,0,6,唐,Tang,bridge,C
449310,趙鴻,Zhao Hong,趙,鴻,,,0,6,唐,Tang,bridge,C
449434,曹確,Cao Que,曹,確,,,0,6,唐,Tang,bridge,B
449450,費冠卿,Fei Guanqing,費,冠卿,,,0,6,唐,Tang,bridge,B
449535,釋圓昉,Shi Yuanfang,釋,圓昉,,,0,6,唐,Tang,bridge,C
449538,釋景玄,Shi Jingxuan,釋,景玄,,,0,6,唐,Tang,bridge,C
449550,羅虬,Luo Qiu,羅,虬,,,0,6,唐,Tang,bridge,C
449569,嚴綬,Yan Shou,嚴,綬,,,0,6,唐,Tang,bridge,B
449580,嚴士元,Yan Shiyuan,嚴,士元,,,0,6,唐,Tang,bridge,C
449581,嚴士良,Yan Shiliang,嚴,士良,,,0,6,唐,Tang,bridge,C
449589,嚴惲,Yan Yun,嚴,惲,,,0,6,唐,Tang,bridge,B
449610,喻坦之,Yu Tanzhi,喻,坦之,,,0,6,唐,Tang,bridge,B
449624,厲玄,Li Xuan,厲,玄,,,0,6,唐,Tang,bridge,B
449660,馬擇,Ma Ze,馬,擇,,,0,6,唐,Tang,bridge,C
449754,劉憲,Liu Xian,劉,憲,,,0,6,唐,Tang,bridge,C
449759,劉灣,Liu Wan,劉,灣,,,0,6,唐,Tang,bridge,C
449791,劉蕡,Liu Fen,劉,蕡,,,0,6,唐,Tang,bridge,C
449792,劉棲楚,Liu Qichu,劉,棲楚,,,0,6,唐,Tang,bridge,C
449848,劉公濟,Liu Gongji,劉,公濟,,,0,6,唐,Tang,bridge,B
449867,丘爲,Qiu Wei,丘,爲,,,0,6,唐,Tang,bridge,C
449894,陸澧,Lu Li,陸,澧,,,0,6,唐,Tang,bridge,B
449911,陸暢,Lu Chang,陸,暢,,,0,6,唐,Tang,bridge,B
449924,陳商,Chen Shang,陳,商,,,0,6,唐,Tang,bridge,B
449943,陳羽,Chen Yu,陳,羽,,,0,6,唐,Tang,bridge,C
450008,陳兼,Chen Jian,陳,兼,,,0,6,唐,Tang,bridge,B
450027,周元範,Zhou Yuanfan,周,元範,,,0,6,唐,Tang,bridge,B
450035,周繇,Zhou Yao,周,繇,,,0,6,唐,Tang,bridge,B
450041,周寶,Zhou Bao,周,寶,,,0,6,唐,Tang,bridge,C
450076,屈突陝,Qutu Shan,屈突,陝,,,0,6,唐,Tang,bridge,C
450109,閻防,Yan Fang,閻,防,,,0,6,唐,Tang,bridge,B
450127,釋鑒玄,Shi Jianxuan,釋,鑒玄,,,0,6,唐,Tang,bridge,C
450129,釋鑒真,Shi Jianzhen,釋,鑒真,,,0,6,唐,Tang,core,
450146,李氏(李守禮女),Li Shi(Li Shouli's Daughter),李,氏(李守禮女),,,1,6,唐,Tang,bridge,B
450208,李下玉（義陽公主）,Li Xia Yu(Yiyang Princess),李,下玉（義陽公主）,,,1,6,唐,Tang,bridge,B
450264,釋智玄,Shi Zhixuan,釋,智玄,,,0,6,唐,Tang,bridge,C
450285,鄭諴,Zheng Xian,鄭,諴,,,0,6,唐,Tang,bridge,C
450288,鄭說,Zheng Shuo,鄭,說,,,0,6,唐,Tang,bridge,C
450312,鄭元規,Zheng Yuangui,鄭,元規,,,0,6,唐,Tang,bridge,B
450314,鄭處誨,Zheng Chuhui,鄭,處誨,,,0,6,唐,Tang,bridge,C
450316,鄭巢,Zheng Chao,鄭,巢,,,0,6,唐,Tang,core,
450364,鄭賁,Zheng Ben,鄭,賁,,,0,6,唐,Tang,bridge,C
450412,鄭惟忠,Zheng Weizhong,鄭,惟忠,,,0,6,唐,Tang,bridge,C
450449,釋少微,Shi Shaowei,釋,少微,,,0,6,唐,Tang,bridge,B
450457,釋尚顏,Shi Shangyan,釋,尚顏,,,0,6,唐,Tang,bridge,B
450491,李氏(李純女),Li Shi(Li Chun's Daughter),李,氏(李純女),,,1,6,唐,Tang,bridge,B
450597,李珏,Li Jue,李,珏,,,0,6,唐,Tang,bridge,B
450631,衛伯玉,Wei Boyu,衛,伯玉,,,0,6,唐,Tang,bridge,B
450650,令狐緒,Linghu Xu,令狐,緒,,,0,6,唐,Tang,bridge,C
450663,釋悟空,Shi Wukong,釋,悟空,,,0,6,唐,Tang,bridge,C
450665,裴衡,Pei Heng,裴,衡,,,0,6,唐,Tang,bridge,C
450670,裴儔,Pei Chou,裴,儔,,,0,6,唐,Tang,bridge,B
450704,趙能卿,Zhao Nengqing,趙,能卿,,,0,6,唐,Tang,bridge,C
512425,張岧,Zhang Tiao,張,岧,,,0,6,唐,Tang,bridge,C
